timestamp,time_seconds,power,power_smooth,power_avg_30s,power_avg_60s,power_std_30s,power_std_60s,power_min_30s,power_max_30s,power_range_30s,power_derivative,time_in_range,power_oscillation,phase
00:21.7,0,6,5.879208892,5.879208892,5.879208892,0,0,5.879208892,5.879208892,0,0.128179144,0,0,IDLE
00:31.8,10.014264,6.2,6.007388035,5.943298464,5.943298464,0.090636342,0.090636342,5.879208892,6.007388035,0.128179144,-1.874239948,1,0.021567001,IDLE
00:41.8,20.048262,6.2,2.130728996,4.069058516,4.672441975,2.741211895,2.202120823,2.130728996,6.007388035,3.876659039,-1.081529912,2,0.829685683,IDLE
00:51.8,30.08349,5.9,3.844328212,2.987528604,4.465413534,1.211697625,1.845083697,2.130728996,3.844328212,1.713599215,1.836351749,3,0.868152108,IDLE
00:59.3,37.562709,6.3,5.803432494,4.823880353,4.446469434,1.385295923,1.826019665,3.844328212,5.803432494,1.959104282,1.952468127,5,0.871850853,IDLE
01:01.8,40.015437,6.4,7.749264466,6.77634848,4.881938542,1.375910982,2.430123331,5.803432494,7.749264466,1.945831971,2.061359922,5,1.150881821,IDLE
01:11.9,50.151624,6,9.926152337,8.837708401,6.830794377,1.539292176,2.607634995,7.749264466,9.926152337,2.176887872,2.196583851,5,0.890353727,IDLE
01:21.8,60.083723,6.5,12.14243217,11.03429225,8.905320366,1.567146497,2.737344476,9.926152337,12.14243217,2.21627983,2.407518797,5,0.711821552,IDLE
01:22.0,60.261796,11.8,14.74118993,13.44181105,11.13975973,1.837599238,2.996884635,12.14243217,14.74118993,2.598757764,2.520496894,5,0.627654906,IDLE
01:23.0,61.251268,7.8,17.18342596,15.96230794,13.4983001,1.726921654,3.14767349,14.74118993,17.18342596,2.442236025,2.499885584,5,0.537643483,WASHING
01:27.1,65.312519,9.4,19.7409611,18.46219353,15.95200229,1.808450442,3.258399617,17.18342596,19.7409611,2.557535142,2.486580582,5,0.476336971,WASHING
01:27.1,65.32076,9.4,22.15658712,20.94877411,18.45554103,1.708105541,3.202328723,19.7409611,22.15658712,2.415626022,2.302713305,5,0.401797854,WASHING
01:28.0,66.258984,82.2,24.34638771,23.25148741,20.85684047,1.548422846,3.087903401,22.15658712,24.34638771,2.189800588,2.159414841,5,0.343434636,WASHING
01:29.0,67.255593,23.6,26.4754168,25.41090226,23.17983818,1.50545091,2.89220761,24.34638771,26.4754168,2.129029094,2.204315136,5,0.290530735,WASHING
01:29.0,67.259976,23.6,28.75501798,27.61521739,25.4333524,1.611921451,2.830667965,26.4754168,28.75501798,2.279601177,1.959055247,5,0.259440065,WASHING
01:30.0,68.242475,27.2,30.3935273,29.57427264,27.49258745,1.158601049,2.642119842,28.75501798,30.3935273,1.638509317,1.598643347,5,0.219955265,WASHING
01:31.7,69.994726,27.4,31.95230467,31.17291599,29.39406669,1.102222055,2.343103605,30.3935273,31.95230467,1.558777378,1.016639425,5,0.1863263,WASHING
01:34.0,72.277012,29.9,32.42680615,32.18955541,30.88191402,0.335523208,1.66279245,31.95230467,32.42680615,0.474501471,-0.070987251,5,0.118897684,WASHING
01:35.0,73.243473,26.4,31.81033017,32.11856816,31.64574207,0.435914341,0.875437568,31.81033017,32.42680615,0.616475973,-1.464056881,5,0.064251259,WASHING
01:38.0,76.270712,29.2,29.49869238,30.65451128,31.42203334,1.634574757,1.309041755,29.49869238,31.81033017,2.31163779,-3.370823799,5,0.093186639,WASHING
01:39.0,77.243139,27.5,25.06868258,27.28368748,29.70112782,3.132489975,3.335595197,25.06868258,29.49869238,4.430009807,-4.20116051,5,0.247738852,WASHING
01:41.9,80.152338,28.1,21.09637136,23.08252697,26.86851912,2.808848196,4.7573245,21.09637136,25.06868258,3.972311213,-3.174174567,5,0.398755077,WASHING
01:45.1,83.336982,29.6,18.72033344,19.9083524,23.59601994,1.680112526,4.72690311,18.72033344,21.09637136,2.376037921,0.592677346,5,0.456787141,WASHING
01:46.8,85.107507,27.5,22.28172605,20.50102975,21.79177836,2.518284866,2.639161152,18.72033344,22.28172605,3.561392612,1.821346845,5,0.29131853,WASHING
01:47.8,86.092719,18.6,22.36302713,22.32237659,21.1153645,0.057488544,1.698390986,22.28172605,22.36302713,0.081301079,0.033491337,5,0.172513883,WASHING
01:47.8,86.099258,18.6,22.34870873,22.35586793,21.42844884,0.010124641,1.805758,22.34870873,22.36302713,0.014318405,0.197858777,5,0.169993337,WASHING
01:48.8,87.06392,7.6,22.75874469,22.55372671,22.43805165,0.289939207,0.216712215,22.34870873,22.75874469,0.410035959,0.462602158,5,0.02125936,WASHING
01:49.8,88.065241,7,23.27391304,23.01632887,22.6860984,0.364279038,0.435511336,22.75874469,23.27391304,0.515168356,0.762830991,5,0.040782873,WASHING
01:52.6,90.816094,7.3,24.28440667,23.77915986,23.16644328,0.714526895,0.83592261,23.27391304,24.28440667,1.010493625,1.013354037,5,0.083556109,WASHING
01:52.8,91.065014,26.6,25.30062112,24.79251389,23.90442138,0.718572128,1.126037059,24.28440667,25.30062112,1.016214449,1.165201046,5,0.106334986,WASHING
01:53.8,92.09515,52.7,26.61480876,25.95771494,24.8684374,0.929270994,1.4283085,25.30062112,26.61480876,1.314187643,1.399068323,5,0.134342803,WASHING
01:53.8,92.100189,52.7,28.09875776,27.35678326,26.07464858,1.049310403,1.652561206,26.61480876,28.09875776,1.483949003,2.116851912,5,0.146285805,WASHING
01:54.8,93.061336,28.2,30.84851259,29.47363517,27.71567506,1.944370281,2.380883273,28.09875776,30.84851259,2.749754822,2.834063419,5,0.200171609,WASHING
01:55.8,94.064723,27.4,33.7668846,32.30769859,29.83224093,2.063600643,3.155474743,30.84851259,33.7668846,2.918372017,2.608450474,5,0.239743156,WASHING
01:56.8,95.060844,30.4,36.06541353,34.91614907,32.19489212,1.625305394,3.466177092,33.7668846,36.06541353,2.298528931,0.00037594,5,0.247450915,WASHING
01:57.8,96.062565,32.9,33.76763648,34.91652501,33.6121118,1.624773735,2.137312375,33.76763648,36.06541353,2.297777051,-1.742857143,5,0.155208956,WASHING
02:00.0,98.27823,32.9,32.57969925,33.17366787,34.04490847,0.839998474,1.458704425,32.57969925,33.76763648,1.187937234,0.14300425,5,0.10238577,WASHING
02:00.8,99.060728,35,34.05364498,33.31667212,34.11659856,1.042237024,1.447489434,32.57969925,34.05364498,1.473945734,0.575890814,5,0.102170625,WASHING
02:01.8,100.060875,34.8,33.73148088,33.89256293,33.5331154,0.227804424,0.651741872,33.73148088,34.05364498,0.322164106,-0.774713959,5,0.043954929,WASHING
02:02.6,100.815183,34.8,32.50421706,33.11784897,33.21726054,0.867806564,0.791386313,32.50421706,33.73148088,1.227263812,-0.875956195,5,0.046645264,WASHING
02:11.9,110.165495,37.1,31.97956849,32.24189278,33.06722785,0.370982567,0.985602164,31.97956849,32.50421706,0.524648578,0.437152664,5,0.062723021,WASHING
02:12.6,110.816096,37.1,33.37852239,32.67904544,32.8984472,0.989209794,0.800868859,31.97956849,33.37852239,1.398953907,1.699934619,5,0.053252128,WASHING
02:12.8,111.059695,19.6,35.37943772,34.37898006,33.31043642,1.4148608,1.495170136,33.37852239,35.37943772,2.000915332,1.207600523,5,0.102066184,WASHING
02:13.8,112.075435,13.3,35.79372344,35.58658058,34.13281301,0.292944238,1.781208667,35.37943772,35.79372344,0.414285714,0.35699575,5,0.111744521,WASHING
02:13.8,112.080471,13.3,36.09342923,35.94357633,35.1612782,0.211923994,1.224024014,35.79372344,36.09342923,0.299705786,0.208221641,5,0.077212971,WASHING
02:17.9,116.207214,73,36.21016672,36.15179797,35.86918928,0.082545875,0.370630475,36.09342923,36.21016672,0.116737496,0.147580909,5,0.02315996,WASHING
02:18.0,116.216244,73,36.38859104,36.29937888,36.12147761,0.126165048,0.249949897,36.21016672,36.38859104,0.178424322,0.21665577,5,0.016468529,WASHING
02:18.8,117.06178,24.3,36.64347826,36.51603465,36.33391631,0.18023248,0.239420082,36.38859104,36.64347826,0.254887218,1.281039555,5,0.015138721,WASHING
02:19.8,118.074492,34.5,38.95067015,37.79707421,37.04822654,1.631431033,1.280699825,36.64347826,38.95067015,2.307191893,1.905475646,5,0.073971243,WASHING
02:19.8,118.081043,34.5,40.45442955,39.70254985,38.10929225,1.063318468,1.94225033,38.95067015,40.45442955,1.503759398,1.194246486,5,0.106688898,WASHING
02:22.7,120.912855,35,41.33916313,40.89679634,39.34693527,0.625601109,2.054362939,40.45442955,41.33916313,0.884733573,0.624288983,5,0.119340546,WASHING
02:22.8,121.064763,36.3,41.70300752,41.52108532,40.61181759,0.257276838,1.225276675,41.33916313,41.70300752,0.363844394,-2.511196469,5,0.067771832,WASHING
02:23.8,122.06524,36.9,36.31677019,39.00988885,39.9533426,3.808644943,2.48042825,36.31677019,41.70300752,5.386237332,-3.100147107,5,0.134813181,WASHING
02:24.8,123.07393,38.4,35.50271331,35.90974175,38.71541353,0.575625141,3.26009777,35.50271331,36.31677019,0.814056881,-1.367963387,5,0.160150531,WASHING
02:32.6,130.858587,37.1,33.58084341,34.54177836,36.77583361,1.358967233,3.47929972,33.58084341,35.50271331,1.921869892,-2.917146126,5,0.22085601,WASHING
02:32.8,131.071781,41.3,29.66842105,31.62463223,33.76718699,2.766500382,2.963501994,29.66842105,33.58084341,3.91242236,-1.433164433,5,0.196887853,WASHING
02:34.8,133.071265,44.1,30.71451455,30.1914678,32.36662308,0.739699804,2.665780042,29.66842105,30.71451455,1.046093495,2.056276561,5,0.180256434,WASHING
02:35.8,134.083795,45.2,33.78097417,32.24774436,31.9361883,2.168314397,2.061017581,30.71451455,33.78097417,3.066459627,2.021232429,5,0.128774071,WASHING
02:37.8,136.088362,14.3,34.75697941,34.26897679,32.23022229,0.690139917,2.425525954,33.78097417,34.75697941,0.97600523,0.974681268,5,0.157881573,WASHING
02:37.8,136.093341,14.3,35.73033671,35.24365806,33.74570121,0.688267552,2.171850089,34.75697941,35.73033671,0.973357306,1.237087283,5,0.148635881,WASHING
02:38.8,137.081174,12.4,37.23115397,36.48074534,35.37486107,1.061238062,1.471330402,35.73033671,37.23115397,1.500817261,1.932902909,5,0.097531965,WASHING
02:42.6,140.893045,12.6,39.59614253,38.41364825,36.82865315,1.672299447,2.107062369,37.23115397,39.59614253,2.364988558,2.48836221,5,0.131396687,WASHING
02:42.8,141.076238,105.6,42.20787839,40.90201046,38.6913779,1.846776138,2.8333957,39.59614253,42.20787839,2.611735861,2.690372671,5,0.167415633,WASHING
02:43.8,142.087247,38.8,44.97688787,43.59238313,41.00301569,1.957985381,3.339140965,42.20787839,44.97688787,2.76900948,2.760640732,5,0.18890644,WASHING
02:43.8,142.093766,38.8,47.72915986,46.35302386,43.62751716,1.946150184,3.507688211,44.97688787,47.72915986,2.752271984,2.403220007,5,0.186419436,WASHING
02:44.9,143.114293,59.4,49.78332788,48.75624387,46.1743135,1.452516143,3.296916116,47.72915986,49.78332788,2.054168029,2.464628964,5,0.164061981,WASHING
02:45.8,144.082247,62,52.65841778,51.22087283,48.78694835,2.032995564,3.246358221,49.78332788,52.65841778,2.875089899,3.119369075,5,0.157450507,WASHING
02:47.9,146.114878,59.7,56.02206603,54.34024191,51.54824289,2.378458488,3.603142241,52.65841778,56.02206603,3.363648251,3.528636809,5,0.160876599,WASHING
02:48.8,147.080019,51.7,59.7156914,57.86887872,54.54487578,2.611787545,4.287597905,56.02206603,59.7156914,3.693625368,2.669614253,5,0.18209526,WASHING
02:49.8,148.089216,65,61.36129454,60.53849297,57.43936744,1.163617138,3.891417302,59.7156914,61.36129454,1.645603138,1.689653482,5,0.151514144,WASHING
02:49.8,148.094076,65,63.09499837,62.22814645,60.04851259,1.225913731,3.018140368,61.36129454,63.09499837,1.733703825,1.214759725,5,0.117786968,WASHING
02:51.8,150.091521,58,63.79081399,63.44290618,61.99069958,0.492015948,1.828633425,63.09499837,63.79081399,0.695815626,-0.079731939,5,0.065737644,WASHING
02:51.8,150.096742,58,62.93553449,63.36317424,62.79566035,0.604773936,1.025817409,62.93553449,63.79081399,0.855279503,2.466230794,5,0.038689288,WASHING
02:52.6,150.829522,58,68.72327558,65.82940503,64.63615561,4.092550974,2.749935148,62.93553449,68.72327558,5.787741092,3.166999019,5,0.089543398,WASHING
02:52.8,151.077526,61.7,69.26953253,68.99640405,66.17978915,0.386261991,3.278629184,68.72327558,69.26953253,0.546256947,0.816492318,5,0.095708947,WASHING
02:55.8,154.111353,74.9,70.35626022,69.81289637,67.8211507,0.768432518,3.327043995,69.26953253,70.35626022,1.086727689,1.483115397,5,0.109416097,WASHING
02:55.9,154.155341,74.9,72.23576332,71.29601177,70.14620791,1.329009391,1.549587034,70.35626022,72.23576332,1.879503106,3.306734227,5,0.050073807,WASHING
02:56.8,155.076891,79.2,76.96972867,74.602746,72.20782118,3.347419,3.402859676,72.23576332,76.96972867,4.733965348,3.659398496,5,0.106639363,WASHING
02:57.8,156.092094,85.9,79.55456031,78.26214449,74.77907813,1.827751984,4.22823637,76.96972867,79.55456031,2.584831644,-4.046338673,5,0.12300633,WASHING
02:57.9,156.120009,85.9,68.87705132,74.21580582,74.40927591,7.550139013,4.773521962,68.87705132,79.55456031,10.67750899,-8.159643674,5,0.143497013,WASHING
02:58.8,157.078211,74.4,63.23527297,66.05616214,72.15915332,3.989339736,7.488691784,63.23527297,68.87705132,5.641778359,0.103694018,5,0.226156854,WASHING
02:59.8,158.093583,69.4,69.08443936,66.15985616,70.18783099,4.135985222,6.807086938,63.23527297,69.08443936,5.849166394,4.503040209,5,0.232508782,WASHING
02:59.8,158.102278,69.4,72.24135338,70.66289637,68.35952926,2.232275314,3.746993677,69.08443936,72.24135338,3.156914024,2.933474992,5,0.131745791,WASHING
03:00.0,158.291578,69.4,74.95138934,73.59637136,69.87811376,1.916284804,5.035880576,72.24135338,74.95138934,2.710035959,2.204413207,5,0.167665032,WASHING
03:00.8,159.081366,83.3,76.6501798,75.80078457,73.23184047,1.20122625,3.307763228,74.95138934,76.6501798,1.698790454,1.487839163,5,0.10331217,WASHING
03:01.8,160.079608,66.5,77.92706767,77.28862373,75.44249755,0.902896073,2.457647678,76.6501798,77.92706767,1.276887872,1.798577967,5,0.075364873,WASHING
03:02.6,160.832097,66.5,80.24733573,79.0872017,77.44399314,1.64067728,2.231240611,77.92706767,80.24733573,2.320268061,2.428391631,5,0.06838421,WASHING
03:02.8,161.084479,12.8,82.78385093,81.51559333,79.40210853,1.793587099,2.701817165,80.24733573,82.78385093,2.536515201,3.154560314,5,0.077248214,WASHING
03:03.8,162.080094,12.2,86.55645636,84.67015364,81.87867767,2.66763488,3.695828739,82.78385093,86.55645636,3.772605427,2.794753187,5,0.105392378,WASHING
03:07.9,166.192629,202.2,88.37335731,87.46490683,84.49025008,1.284742981,3.663415999,86.55645636,88.37335731,1.816900948,2.481006865,5,0.096177032,WASHING
03:07.9,166.19761,202.2,91.51847009,89.9459137,87.30803367,2.223930576,3.646723972,88.37335731,91.51847009,3.145112782,3.540111147,5,0.100043704,WASHING
03:08.8,167.077398,65.4,95.4535796,93.48602484,90.47546584,2.782542621,3.90072515,91.51847009,95.4535796,3.935109513,3.492889833,5,0.098337412,WASHING
03:09.8,168.09417,87,98.50424975,96.97891468,93.46241419,2.157149553,4.43705098,95.4535796,98.50424975,3.050670154,2.840813992,5,0.108395363,WASHING
03:09.9,168.119603,87,101.1352076,99.81972867,96.65287676,1.860368122,4.135993114,98.50424975,101.1352076,2.630957829,2.858074534,5,0.099497684,WASHING
03:10.8,169.079719,95.4,104.2203988,102.6778032,99.82835894,2.181559646,3.736746674,101.1352076,104.2203988,3.085191239,5.038378555,5,0.087818925,WASHING
03:11.8,170.091216,102.2,111.2119647,107.7161818,103.7679552,4.943783639,5.48500798,104.2203988,111.2119647,6.991565871,5.798643347,5,0.122462805,WASHING
03:11.9,170.135338,102.2,115.8176855,113.5148251,108.0963142,3.256736427,6.65348476,111.2119647,115.8176855,4.605720824,5.316377901,5,0.135827738,WASHING
03:12.6,170.830311,102.2,121.8447205,118.831203,113.2736924,4.261757304,7.441936785,115.8176855,121.8447205,6.027034979,3.068404707,4,0.155590598,WASHING
03:12.8,171.079121,89.3,121.9544949,121.8996077,117.7072164,0.077622248,5.193487485,121.8447205,121.9544949,0.109774436,-3.183556718,5,0.091264839,WASHING
03:13.8,172.089462,131.5,115.4776071,118.716051,118.773627,4.579851335,3.612518676,115.4776071,121.9544949,6.476887872,-1.173520758,5,0.054531363,WASHING
03:13.8,172.100296,131.5,119.6074534,117.5425302,119.721069,2.920242363,3.028639123,115.4776071,119.6074534,4.129846355,1.353203661,5,0.054099816,WASHING
03:14.8,173.07876,119.9,118.1840144,118.8957339,118.8058924,1.006523392,2.709268877,118.1840144,119.6074534,1.423439032,-6.539408303,5,0.054516554,WASHING
03:15.8,174.080385,131.9,106.5286368,112.3563256,114.9494279,8.24159652,5.869368145,106.5286368,118.1840144,11.65537757,-10.04977117,5,0.113778874,WASHING
03:17.8,176.089207,144.3,98.08447205,102.3065544,110.6011442,5.970926163,10.19584759,98.08447205,106.5286368,8.44416476,-6.656472703,3,0.194599987,WASHING
03:17.8,176.094296,144.3,93.2156914,95.65008173,104.0032037,3.442747812,10.93732158,93.2156914,98.08447205,4.868780647,-4.518813338,3,0.240072631,WASHING
03:19.8,178.089123,100.6,89.04684537,91.13126839,96.71891141,2.947819296,7.510628379,89.04684537,93.2156914,4.168846028,-3.379159856,4,0.180748429,WASHING
03:19.8,178.095464,100.6,86.45737169,87.75210853,91.70109513,1.831034402,5.085377077,86.45737169,89.04684537,2.589473684,-2.642857143,4,0.126793472,WASHING
03:20.8,179.084311,47.3,83.76113109,85.10925139,88.12025989,1.906530013,4.02447446,83.76113109,86.45737169,2.696240602,-1.462258908,5,0.107291561,WASHING
03:21.8,180.091072,7,83.53285387,83.64699248,85.69955051,0.161416367,2.596839105,83.53285387,83.76113109,0.228277215,-0.347907813,5,0.064340961,WASHING
03:21.8,180.099047,7,83.06531546,83.29908467,84.20416803,0.330599581,1.529799152,83.06531546,83.53285387,0.467538411,2.413779013,5,0.040283709,WASHING
03:22.6,180.826524,7,88.3604119,85.71286368,84.67992808,3.744198597,2.470688311,83.06531546,88.3604119,5.295096437,5.236678653,5,0.062530714,WASHING
03:26.9,185.138385,117.5,93.53867277,90.94954233,87.1243135,3.661583376,4.900543895,88.3604119,93.53867277,5.17826087,5.311866623,5,0.120211647,WASHING
03:27.8,186.091455,163.7,98.98414515,96.26140896,90.98713632,3.850530444,6.83416455,93.53867277,98.98414515,5.445472377,6.608205296,5,0.174956924,WASHING
03:27.8,186.097517,163.7,106.7550834,102.8696143,96.90957829,5.494883108,7.867423291,98.98414515,106.7550834,7.770938215,9.654805492,4,0.189812726,WASHING
03:28.8,187.087053,131.1,118.2937561,112.5244197,104.3929144,8.159073761,10.73751351,106.7550834,118.2937561,11.53867277,11.88396535,3,0.237133749,WASHING
03:29.8,188.092984,140.9,130.5230141,124.4083851,113.6389997,8.647391209,13.77061805,118.2937561,130.5230141,12.22925793,9.135943119,2,0.277535606,WASHING
03:29.8,188.10076,140.9,136.5656424,133.5443282,123.034374,4.272783454,13.24970081,130.5230141,136.5656424,6.04262831,6.751078784,3,0.242294554,WASHING
03:30.8,189.083462,162,144.0251716,140.295407,132.351896,5.274683723,10.87806858,136.5656424,144.0251716,7.459529258,5.803269042,3,0.194416673,WASHING
03:31.8,190.086992,146.5,148.1721805,146.098676,139.8215021,2.932378063,7.841495795,144.0251716,148.1721805,4.147008826,1.565184701,4,0.12622641,WASHING
03:32.6,190.831273,146.5,147.155541,147.6638607,143.9796339,0.718872631,5.248275171,147.155541,148.1721805,1.016639425,-2.968666231,5,0.080612359,WASHING
03:32.8,191.08091,116.8,142.234848,144.6951945,145.3969353,3.479455415,2.749255141,142.234848,147.155541,4.920693037,-8.154331481,5,0.040835334,WASHING
03:33.9,192.119051,132.7,130.8468781,136.540863,142.1023619,8.052510758,7.938950087,130.8468781,142.234848,11.38796992,-6.904282445,5,0.121921283,WASHING
03:33.9,192.163326,132.7,128.4262831,129.6365806,137.1658875,1.711619115,8.977715065,128.4262831,130.8468781,2.420594966,-0.940258254,5,0.136544575,WASHING
03:34.8,193.077877,126.1,128.9663616,128.6963223,132.6185927,0.381893139,6.494243365,128.4262831,128.9663616,0.540078457,0.891794704,5,0.10412239,WASHING
03:35.8,194.093926,98,130.2098725,129.588117,129.6123488,0.879295026,1.111327802,128.9663616,130.2098725,1.243510951,-0.448790454,5,0.018675651,WASHING
03:35.8,194.102734,98,128.0687806,129.1393266,128.9178245,1.513980573,0.937057862,128.0687806,130.2098725,2.14109186,-0.530532854,5,0.016608191,WASHING
03:36.8,195.087394,153.2,129.1488068,128.6087937,129.0984554,0.763693816,0.878533272,128.0687806,129.1488068,1.080026152,0.639032364,5,0.016584953,WASHING
03:37.9,196.130876,146.9,129.3468454,129.2478261,129.1935763,0.140034419,0.880060407,129.1488068,129.3468454,0.198038575,3.205916966,5,0.016572742,WASHING
03:38.8,197.078677,132.6,135.5606407,132.4537431,130.5312684,4.393816835,3.399631841,129.3468454,135.5606407,6.213795358,4.298005884,5,0.057395137,WASHING
03:39.8,198.090401,125.9,137.9428571,136.7517489,132.9997875,1.684481378,4.440943792,135.5606407,137.9428571,2.382216411,-4.454511278,5,0.066120784,WASHING
03:39.8,198.095383,125.9,126.6516182,132.2972377,132.3754904,7.984111642,5.262323917,126.6516182,137.9428571,11.29123897,-10.60469108,5,0.08529705,WASHING
03:40.8,199.086067,164.8,116.733475,121.6925466,129.2221478,7.013186302,9.640225363,116.733475,126.6516182,9.918143184,-7.828996404,4,0.164131168,WASHING
03:41.8,200.083268,120.6,110.9936254,113.8635502,123.0803939,4.058686592,11.8324386,110.9936254,116.733475,5.739849624,-2.274190912,3,0.218956332,WASHING
03:42.6,200.835097,120.6,112.1850932,111.5893593,116.6409529,0.842494961,7.117325664,110.9936254,112.1850932,1.1914678,1.29303694,4,0.134240953,WASHING
03:43.8,202.078172,117.3,113.5796992,112.8823962,113.3729732,0.986135417,2.477099314,112.1850932,113.5796992,1.39460608,0.729715593,5,0.050628024,WASHING
03:44.8,203.07746,135.2,113.6445244,113.6121118,112.6007355,0.045838272,1.265362493,113.5796992,113.6445244,0.064825106,-0.808401438,5,0.023542466,WASHING
03:45.8,204.095534,94.1,111.9628964,112.8037104,112.8430533,1.18909055,0.893045512,111.9628964,113.6445244,1.681627983,-0.042481203,5,0.014902361,WASHING
03:45.8,204.10154,94.1,113.5595619,112.7612292,113.1866705,1.129013057,0.816654333,111.9628964,113.5595619,1.596665577,2.215576986,5,0.01485712,WASHING
03:46.8,205.077106,7.5,116.3940503,114.9768061,113.8902583,2.004285965,1.839695976,113.5595619,116.3940503,2.834488395,1.964253024,5,0.038907225,WASHING
03:47.8,206.078467,6.8,117.488068,116.9410592,114.8511442,0.773587301,2.539296931,116.3940503,117.488068,1.094017653,2.082477934,5,0.04810724,WASHING
03:51.9,210.126537,205.4,120.5590062,119.0235371,117.0001716,2.171481237,2.893010222,117.488068,120.5590062,3.070938215,3.045848316,5,0.059824222,WASHING
03:51.9,210.132583,205.4,123.5797646,122.0693854,119.5052223,2.135998762,3.238346191,120.5590062,123.5797646,3.020758418,4.20191239,5,0.060128872,WASHING
03:52.6,210.834343,205.4,128.962831,126.2712978,122.6474175,3.806402728,4.889923917,123.5797646,128.962831,5.383066362,3.612504086,5,0.093558944,WASHING
03:52.8,211.081917,136,130.8047728,129.8838019,125.9765937,1.302449545,4.737227402,128.962831,130.8047728,1.841941811,2.487005557,5,0.081330716,WASHING
03:53.8,212.082142,133.5,133.9368421,132.3708075,129.3210526,2.214707444,4.343487411,130.8047728,133.9368421,3.132069304,3.540813992,5,0.0800881,WASHING
03:54.9,213.146437,117.7,137.8864008,135.9116214,132.8977117,2.792759725,3.908558567,133.9368421,137.8864008,3.949558679,6.132298137,5,0.06714615,WASHING
03:55.8,214.079731,126.6,146.2014384,142.0439196,137.2073635,5.879619469,6.659428214,137.8864008,146.2014384,8.315037594,6.231611638,5,0.112214571,WASHING
03:56.8,215.081203,138.5,150.3496241,148.2755312,142.0935763,2.933210225,7.51153544,146.2014384,150.3496241,4.148185682,3.674092841,5,0.115506853,WASHING
03:57.8,216.081428,129.7,153.5496241,151.9496241,146.9967718,2.2627417,6.777730847,150.3496241,153.5496241,3.2,-0.922997712,5,0.106554879,WASHING
03:58.9,217.130482,153,148.5036286,151.0266263,149.6510788,3.568057582,3.103937367,148.5036286,153.5496241,5.045995423,-7.563762668,5,0.049102123,WASHING
03:59.8,218.081658,126.4,138.4220987,143.4628637,147.7062439,7.128718165,6.531046991,138.4220987,148.5036286,10.08152991,-4.664073227,5,0.102416288,WASHING
04:00.0,218.291921,126.4,139.1754822,138.7987905,144.9127084,0.532722552,7.360588719,138.4220987,139.1754822,0.753383459,2.403579601,5,0.104390605,WASHING
04:00.8,219.084879,146,143.2292579,141.2023701,142.3326169,2.866452318,4.624031538,139.1754822,143.2292579,4.053775744,5.159447532,5,0.070830777,WASHING
04:01.8,220.093931,174.1,149.4943772,146.3618176,142.580304,4.430108356,5.069813697,143.2292579,149.4943772,6.26511932,4.020644001,5,0.077656437,WASHING
04:01.9,220.121856,174.1,151.2705459,150.3824616,145.7924158,1.25594092,5.599643353,149.4943772,151.2705459,1.776168683,2.127149395,5,0.082960856,WASHING
04:02.6,220.836888,174.1,153.748676,152.509611,149.4357143,1.752302604,4.490426413,151.2705459,153.748676,2.478130108,2.780467473,5,0.07039427,WASHING
04:02.8,221.093282,139.5,156.8314809,155.2900785,152.83627,2.179872206,3.184019145,153.748676,156.8314809,3.082804838,5.316296175,5,0.048006298,WASHING
04:03.9,222.119692,151.8,164.3812684,160.6063746,156.5579928,5.338505946,5.689985112,156.8314809,164.3812684,7.549787512,5.503269042,5,0.083743552,WASHING
04:03.9,222.126643,151.8,167.838019,166.1096437,160.6998611,2.44429177,6.52659678,164.3812684,167.838019,3.456750572,0.895897352,5,0.087674891,WASHING
04:05.9,224.144629,139.2,166.1730631,167.005541,163.8059578,1.177301585,4.85918427,166.1730631,167.838019,1.664955868,-2.993363844,5,0.067192538,WASHING
04:05.9,224.150689,139.2,161.8512913,164.0121772,165.0609104,3.055954161,2.563382127,161.8512913,166.1730631,4.321771821,-6.849411572,5,0.036269809,WASHING
04:06.8,225.081564,168.8,152.4742399,157.1627656,162.0841533,6.630576579,6.885511666,152.4742399,161.8512913,9.377051324,-17.55237006,5,0.094788902,WASHING
04:07.9,226.130273,154.9,126.7465512,139.6103956,151.8112864,18.19222321,17.6610946,126.7465512,152.4742399,25.72768879,-18.39101013,1,0.259707382,WASHING
04:07.9,226.135945,154.9,115.6922197,121.2193854,139.1910755,7.816592752,21.57923576,115.6922197,126.7465512,11.05433148,-9.744001308,2,0.331623785,WASHING
04:08.8,227.092585,165.7,107.2585485,111.4753841,125.5428898,5.963506049,19.64772471,107.2585485,115.6922197,8.433671134,-8.970251716,3,0.360161305,WASHING
04:09.8,228.0819,153.9,97.75171625,102.5051324,111.8622589,6.722345586,12.33575182,97.75171625,107.2585485,9.506832298,-7.239391958,3,0.259201226,WASHING
04:10.8,229.080143,112.4,92.77976463,95.26574044,103.3705623,3.515700705,10.17637958,92.77976463,97.75171625,4.971951618,-5.526806146,3,0.221653576,WASHING
04:11.9,230.121786,6.8,86.69810396,89.73893429,96.12203334,4.300383503,8.692123685,86.69810396,92.77976463,6.081660673,-6.959529258,3,0.213899391,WASHING
04:11.9,230.129021,6.8,78.86070611,82.77940503,89.02257274,5.541877161,8.14414157,78.86070611,86.69810396,7.837397842,-5.208466819,4,0.212204718,WASHING
04:12.6,230.832653,6.8,76.28117032,77.57093822,83.65493625,1.824007254,7.525078721,76.28117032,78.86070611,2.579535796,-1.882347172,4,0.197222003,WASHING
